name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"New York City,USA",2018-01-01T00:00:00,-10.8,-16.6,-15.9,66.03,0,0,,0,0,31.7,11.4,305,1026.4,0,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-01T01:00:00,-11.2,-16.6,-17.3,60.69,0,0,,0,0,33.5,9.8,304,1026.5,0,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-01T02:00:00,-11.7,-16.5,-17.3,63.02,0,0,,0,0,32.5,8.2,295,1026.8,0,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-01T03:00:00,-11.7,-16.5,-17.3,63.17,0,0,,0,0,31.7,8.1,310,1027.2,0,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-01T04:00:00,-11.7,-17.8,-17.4,63.01,0,0,,0,0,,11.3,308,1027.2,0,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-01T05:00:00,-11.7,-15.5,-16.4,68.44,0,0,,0,0,33.5,6,300,1027.8,0,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-01T06:00:00,-12.2,-18.3,-16.8,68.5,0,0,,0,0,,11.2,251,1027.8,0,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-01T07:00:00,-12.2,-16.1,-16.8,68.5,0,0,,0,0,44.6,6,300,1028,0.2,16,17.1,0.1,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-01T08:00:00,-11.8,-16.5,-15.9,71.54,0,0,,0,0,27.7,7.9,320,1028.1,0,16,17,0.1,0,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-01T09:00:00,-10.8,-15.3,-14.6,73.41,0,0,,0,0,51.8,7.9,294,1028.5,4.4,14.1,115,0.4,1,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-01T10:00:00,-9.5,-12.9,-14.6,66.21,0,0,,0,0,51.8,6,318,1029,0.2,16,259,0.9,3,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-01T11:00:00,-8.5,-12.7,-15.9,55.13,0,0,,0,0,31.7,8.1,308,1028.5,0.2,16,454,1.6,5,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-01T12:00:00,-7.3,-12.5,-16.8,46.6,0,0,,0,0,,11.4,302,1028,0.2,16,493,1.8,5,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-01T13:00:00,-5.8,-10.8,-15.9,45,0,0,,0,0,33.5,11.6,304,1027.4,0.2,16,472,1.7,5,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-01T14:00:00,-5.2,-5.2,-16.4,41.08,0,0,,0,0,32.7,1,354,1027,0.2,16,392,1.4,4,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-01T15:00:00,-5.1,-8.6,-16.8,39.42,0,0,,0,0,31.7,7.7,310,1027.2,0.2,16,251,0.9,3,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-01T16:00:00,-4.5,-8.1,-15.9,40.62,0,0,,0,0,29.5,8,314,1027,0.2,16,72,0.3,1,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-01T17:00:00,-5.8,-10.6,-15.9,44.64,0,0,,0,0,38.9,11.3,300,1027.1,0.2,16,10,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-01T18:00:00,-6.2,-6.2,-14.2,53.14,0,0,,0,0,71.3,0.9,352,1027.6,0.2,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-01T19:00:00,-6.7,-10.5,-15.3,50.74,0,0,,0,0,35.3,7.6,310,1028,0.2,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-01T20:00:00,-6.7,-11.8,-14.2,55.45,0,0,,0,0,26.4,11.3,261,1028.3,0.2,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-01T21:00:00,-7.2,-14.3,-13.6,60.22,0,0,,0,0,29.5,19.9,270,1027.7,0.2,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-01T22:00:00,-7.2,-15,-13.5,60.55,0,0,,0,0,38.5,23.8,270,1027.6,0.2,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-01T23:00:00,-7.9,-15.2,-13,66.48,0,0,,0,0,37.1,20.5,270,1027.7,0.2,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-02T00:00:00,-8.4,-16,-14,63.9,0,0,,0,0,33.6,21.5,261,1027.6,0.2,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-02T01:00:00,-8.9,-16.8,-14.5,63.88,0,0,,0,0,33.6,22,261,1027.7,0.2,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-02T02:00:00,-8.4,-14.8,-14,63.63,0,0,,0,0,28.6,15.4,261,1028.2,0.2,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-02T03:00:00,-8.9,-16.9,-14.5,63.87,0,0,,0,0,37.1,22.3,261,1028.6,0,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-02T04:00:00,-8.9,-13.9,-14,66.38,0,0,,0,0,32.6,9.9,282,1028.5,0,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-02T05:00:00,-8.9,-15.3,-13.5,69.43,0,0,,0,0,32,14.5,280,1028.5,0,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-02T06:00:00,-8.9,-14.4,-13.5,69.48,0,0,,0,0,37.1,11.3,270,1028.7,0,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-02T07:00:00,-8.4,-15.9,-12.4,72.88,0,0,,0,0,31.8,20.2,260,1029.5,4.3,16,23.2,0.1,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-02T08:00:00,-8.4,-16.2,-12.6,71.27,0,0,,0,0,31.7,22.5,260,1030,0.9,16,22,0.1,0,,Clear,clear-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2018-01-02T09:00:00,-7.9,-15.3,-11.9,72.92,0,0,,0.04,0.04,33.5,20.5,260,1030.3,0.2,16,109,0.4,1,,Clear,snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-02T10:00:00,-6.8,-13.8,-12.4,64.37,0,0,,0,0.04,33.5,20.1,260,1030.3,0.2,16,258,0.9,3,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-02T11:00:00,-6.2,-12,-12.3,61.94,0,0,,0,0.04,48,14.7,262,1030.2,0.5,16,436,1.6,4,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-02T12:00:00,-4,-9.3,-12.3,52.39,0,0,,0,0.04,32.1,14.8,261,1028.6,0.9,16,482,1.7,5,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-02T13:00:00,-2.9,-8.6,-11.8,50.45,0,0,,0,0.04,37.1,18.2,262,1027.9,0.9,16,443,1.6,4,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-02T14:00:00,-1.8,-7.2,-11.3,48.09,0,0,,0,0.03,29.5,18,260,1027,1.5,16,386,1.4,4,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2018-01-02T15:00:00,-1.7,-7.4,-11.3,47.95,0,0,,0,0.03,31.7,19.9,261,1026.7,0.9,16,254,0.9,3,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-02T16:00:00,-2.2,-8.6,-10.8,51.79,0,0,,0,0.03,35.3,23.6,259,1026.5,0.9,16,79,0.3,1,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-02T17:00:00,-3.4,-10,-10.8,56.3,0,0,,0,0.03,,23.7,259,1026.3,0.5,16,12,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-02T18:00:00,-3.9,-10.6,-10.9,58.38,0,0,,0,0.03,49,23.4,260,1026.5,0.5,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-02T19:00:00,-4.4,-11.1,-10.9,60.62,0,0,,0,0.02,34.9,21.9,260,1027.1,0.2,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-02T20:00:00,-5,-12.6,-10.9,63.49,0,0,,0,0.02,38.2,27.1,260,1026.6,0.2,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-02T21:00:00,-5.7,-13,-11.8,61.98,0,0,,0,0.02,35.7,23.6,269,1026.7,0,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-02T22:00:00,-6.2,-13,-12.3,61.76,0,0,,0,0.02,37.1,19.9,270,1026.6,0.2,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-02T23:00:00,-6.2,-13.1,-13.5,56.41,0,0,,0,0.02,31.7,20.1,270,1026.8,0.2,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-03T00:00:00,-6.7,-13.7,-13,60.66,0,0,,0,0.02,33.6,20.3,260,1027,0.2,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-03T01:00:00,-6.7,-13.2,-13,60.77,0,0,,0,0.01,37.1,17.9,260,1026.9,0.2,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-03T02:00:00,-7.1,-14.5,-13,62.87,0,0,,0,0.01,25.9,21.6,250,1026.8,0.2,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-03T03:00:00,-7.2,-14.6,-14.5,56.09,0,0,,0,0.01,,21.7,269,1027.2,0.2,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-03T04:00:00,-7.8,-14,-13.5,63.72,0,0,,0,0.01,,14.8,260,1027,0.2,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-03T05:00:00,-7.8,-13.5,-15.1,55.87,0,0,,0,0.01,,12.8,251,1026.5,0.9,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-03T06:00:00,-7.8,-12.9,-14.5,58.58,0,0,,0,0,,10.7,254,1026.5,0.9,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-03T07:00:00,-7.8,-13.4,-13.6,63.48,0,0,,0,0,,12.6,252,1026.7,0.5,16,29.9,0.1,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-03T08:00:00,-6.7,-12,-12,66.1,0,0,,0,0,,12.3,243,1027.3,0.2,16,19,0.1,0,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-03T09:00:00,-6.2,-10.5,-12,63.7,0,0,,0.02,0.02,,9.4,261,1027.3,0.2,16,114,0.4,1,,Clear,snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-03T10:00:00,-5.7,-9.2,-13.1,56.08,1.177,100,snow,0.02,0.04,62,7.5,281,1027,0.9,16,222,0.8,2,,Snow,snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-03T11:00:00,-5,-9.6,-13,53.37,0.232,100,snow,0.02,0.06,64.8,10.9,232,1026.4,0.9,16,440,1.6,4,,Snow,snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-03T12:00:00,-3.3,-6.3,-13.5,45.34,0.472,100,snow,0.02,0.09,72,7.2,318,1025.4,0.9,16,399,1.4,4,,Snow,snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-03T13:00:00,-2.2,-5.6,-13.5,41.65,0.232,100,snow,0.02,0.11,59,8.8,360,1024.3,0.9,16,334,1.2,3,,Snow,snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-03T14:00:00,-0.7,-3.4,-13.1,38.63,0.704,100,"rain,snow",0.02,0.13,63,7.5,170,1023.1,0.9,16,357,1.3,4,,"Snow, Rain",snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-03T15:00:00,-0.7,-6.3,-11.9,42.39,1.177,100,"rain,snow",0.02,0.15,70.9,21.2,284,1022,0.9,16,193,0.7,2,,"Snow, Rain",snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-03T16:00:00,0.5,-1.1,-14,32.75,0.232,100,"rain,snow",0.02,0.17,64.8,5.2,16,1021.5,0.9,16,78,0.3,1,,"Snow, Rain",snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-03T17:00:00,-1.7,-6,-12.3,44.11,0.704,100,"rain,snow",0.02,0.19,72,12.8,189,1022.6,0.9,16,9,0,0,,"Snow, Rain",snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-03T18:00:00,-1.7,-5,-10.8,49.73,0.472,100,"rain,snow",0.02,0.21,64.8,9,156,1021.5,0.9,16,0,0,0,,"Snow, Rain",snow,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-03T19:00:00,-1.7,-4.6,-7.6,64.06,0,0,,0.02,0.23,,7.6,175,1021.1,0.9,16,0,0,0,,Clear,snow,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-03T20:00:00,-1.2,-4.9,-7.2,63.83,0,0,,0.02,0.26,,10.6,49,1020,1,16,0,0,0,,Clear,snow,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-03T21:00:00,-1.2,-5.8,-6.9,64.95,0,0,,0.02,0.28,,14.5,55,1020.1,48.2,16,0,0,0,,Partially cloudy,snow,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-03T22:00:00,-1.2,-5.4,-7.4,62.91,0,0,,0.02,0.3,,12.7,41,1018.7,1,16,0,0,0,,Clear,snow,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-03T23:00:00,-0.1,-4,-5.3,67.8,0,0,,0.02,0.32,,12.7,58,1016.9,5.5,16,0,0,0,,Clear,snow,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-04T00:00:00,-0.7,-5.8,-6.5,65.06,0,0,,0.02,0.34,,17.8,49,1015.9,100,16,0,0,0,,Overcast,snow,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-04T01:00:00,-0.7,-6.4,-8.1,57.22,0,0,,0.02,0.36,,21.7,50,1013.7,100,16,0,0,0,,Overcast,snow,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-04T02:00:00,-0.1,-4.5,-8,55.33,0,0,,0.02,0.38,27.7,14.7,31,1012.2,89.4,16,0,0,0,,Partially cloudy,snow,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-04T03:00:00,-0.1,-4.5,-9.6,48.83,0,0,,0.02,0.41,29.5,14.7,40,1010.2,100,16,0,0,0,,Overcast,snow,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-04T04:00:00,-0.7,-4.9,-9.6,51.2,0,0,,0.02,0.43,31.6,13.2,67,1007.1,52.8,16,0,0,0,,Partially cloudy,snow,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-04T05:00:00,-1.7,-7.5,-8.5,59.68,0.051,100,"rain,snow",0.02,0.45,37.1,20.5,67,1004.7,89.4,15.7,0,0,0,,"Snow, Rain, Partially cloudy",snow,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-04T06:00:00,-2.9,-6.6,-5.7,80.73,0.014,100,snow,0.02,0.47,30.2,9.5,360,1002.8,31.7,4.8,0,0,0,,"Snow, Partially cloudy",snow,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-04T07:00:00,-3.4,-7.3,-5.1,87.88,0.311,100,snow,0.02,0.49,39.9,9.9,360,1000.8,100,3.8,4.7,0,0,,"Snow, Overcast",snow,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-04T08:00:00,-2.9,-6.7,-4.5,88.84,0.101,100,snow,0.02,0.51,48.7,9.8,358,999.2,100,1,5,0,0,,"Snow, Overcast",snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-04T09:00:00,-3.4,-8.4,-5.1,88.14,0.136,100,snow,0.15,0.66,50.6,13.8,143,998,100,0.9,8,0,0,,"Snow, Overcast",snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-04T10:00:00,-3.4,-7.4,-5.1,88.28,0.16,100,snow,0.15,0.8,28.1,10,350,996.2,100,1.9,16,0.1,0,,"Snow, Overcast",snow,"72505394728,72055399999,KJRB,F1417,KNYC"
"New York City,USA",2018-01-04T11:00:00,-3.5,-8.4,-4.6,91.89,0.134,100,snow,0.15,0.95,56.9,13.8,340,995.4,100,0.9,21,0.1,0,,"Snow, Overcast",snow,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2018-01-04T12:00:00,-3.4,-6.9,-5,88.18,0.062,100,snow,0.15,1.1,74.9,8.6,351,992.3,100,1,35,0.1,0,,"Snow, Overcast",snow,"72505394728,72055399999,KLGA,KJRB,F1417,72503014732"
"New York City,USA",2018-01-04T13:00:00,-3.4,-5.8,-4.4,92.18,0.129,100,snow,0.15,1.24,72.4,5.9,330,991.8,100,0.9,44,0.2,0,,"Snow, Overcast",snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-04T14:00:00,-3.4,-7.4,-5.1,88.08,0.096,100,snow,0.15,1.39,38.4,10.1,305,990.9,100,0.9,41,0.1,0,,"Snow, Overcast",snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-04T15:00:00,-3.9,-3.9,-5.1,91.54,0.082,100,snow,0.15,1.53,43.9,1.3,354,991.3,100,2.8,55,0.2,1,,"Snow, Overcast",snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-04T16:00:00,-3.9,-6.7,-5.8,86.65,0.008,100,snow,0.15,1.68,34.1,6.5,310,991.5,100,2.3,28,0.1,0,,"Snow, Overcast",snow,"72505394728,72055399999,KJRB,F1417,KNYC"
"New York City,USA",2018-01-04T17:00:00,-3.3,-7.4,-5.8,82.91,0.017,100,snow,0.15,1.82,59.8,10.5,302,992.7,100,10.1,9,0,0,,"Snow, Overcast",snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-04T18:00:00,-3.3,-6.3,-6.4,79.44,0,0,,0.15,1.97,65.8,7.1,308,993.4,89.4,11.1,0,0,0,,Partially cloudy,snow,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-04T19:00:00,-3.3,-6.8,-7.3,73.61,0,0,,0.15,2.12,57.8,8.6,303,994.9,100,14,0,0,0,,Overcast,snow,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2018-01-04T20:00:00,-3.9,-7.4,-8,72.84,0,0,,0.15,2.26,53.3,8.5,292,996.3,29.4,16,0,0,0,,Partially cloudy,snow,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-04T21:00:00,-4.4,-9.5,-9.1,69.7,0,0,,0.15,2.41,56.8,13.8,337,998,98.9,16,0,0,0,,Overcast,snow,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-04T22:00:00,-5,-9.8,-10.2,67.08,0,0,,0.15,2.55,55.9,11.7,302,998.8,100,16,0,0,0,,Overcast,snow,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-04T23:00:00,-5.7,-8.8,-10.8,66.93,0,0,,0.15,2.7,53.4,6.7,292,999.3,99.8,16,0,0,0,,Overcast,snow,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-05T00:00:00,-6.2,-10.1,-10.9,69.29,0,0,,0.15,2.84,52,8.3,290,999.9,100,16,0,0,0,,Overcast,snow,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-05T01:00:00,-7.2,-12,-11.4,71.73,0,0,,0.15,2.99,28.7,10.2,290,1000.7,4.9,16,0,0,0,,Clear,snow,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-05T02:00:00,-8.4,-12.7,-13,69.11,0,0,,0.15,3.14,44.1,8.6,282,1001.7,0.2,16,0,0,0,,Clear,snow,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-05T03:00:00,-8.9,-12.6,-13.5,69.11,0,0,,0.15,3.28,54.8,6.7,282,1002.5,0.2,16,0,0,0,,Clear,snow,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-05T04:00:00,-9.4,-14.1,-14.6,66.04,0,0,,0.15,3.43,55.4,8.7,290,1003.2,0.2,16,0,0,0,,Clear,snow,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-05T05:00:00,-10.1,-15.2,-15.2,65.87,0,0,,0.15,3.57,64.8,9.7,290,1004.5,0.2,16,0,0,0,,Clear,snow,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-05T06:00:00,-10.7,-16.2,-15.9,65.83,0,0,,0.15,3.72,45.3,10.2,288,1006.4,0.2,16,0,0,0,,Clear,snow,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-05T07:00:00,-11.2,-15,-15.9,68.2,0,0,,0.15,3.87,50.2,6.3,298,1007,0.2,16,20.9,0.1,0,,Clear,snow,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-05T08:00:00,-11.2,-16.2,-15.9,68.21,0,0,,0.15,4.01,48.4,8.6,274,1007.5,0.2,16,21,0.1,0,,Clear,snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-05T09:00:00,-9.1,-14.6,-14.7,63.55,0,0,,0,4,49.4,11.6,290,1008.4,0.2,16,113,0.4,1,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-05T10:00:00,-8,-12.9,-14.2,60.93,0,0,,0,3.98,47.5,10.1,284,1009.2,0.2,16,276,1,3,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-05T11:00:00,-8,-13.9,-13.7,63.26,0,0,,0,3.96,52.2,13.8,318,1010,26.4,16,458,1.6,5,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-05T12:00:00,-5.9,-11.4,-12.7,58.96,0,0,,0,3.95,48.6,13.7,280,1009.8,0.2,16,515,1.9,5,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-05T13:00:00,-5.3,-10.6,-13.3,53.4,0,0,,0,3.93,43.5,13.9,318,1010,0.2,16,497,1.8,5,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-05T14:00:00,-4.6,-8.8,-14.3,46.88,0,0,,0,3.92,50.3,10,290,1010.5,27.7,16,386,1.4,4,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-05T15:00:00,-4.6,-9.9,-16,40.65,0,0,,0,3.9,54.1,14.1,299,1011.1,0.2,16,272,1,3,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-05T16:00:00,-4.6,-8.2,-15.4,42.74,0,0,,0,3.89,44.7,8.3,300,1011.8,0.2,16,73,0.3,1,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-05T17:00:00,-7.3,-11.3,-16.9,45.98,0,0,,0,3.87,67.8,8.2,290,1012.6,0.2,16,11,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2018-01-05T18:00:00,-8.4,-12.6,-17.4,48.09,0,0,,0,3.86,37.1,8,292,1013.7,0.2,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-05T19:00:00,-8.9,-13.3,-17.5,49.97,0,0,,0,3.84,45.4,8.4,290,1014.7,0.2,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-05T20:00:00,-9.4,-14,-17.5,51.82,0,0,,0,3.82,50.1,8.7,288,1015,4.3,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2018-01-05T21:00:00,-10.1,-15.3,-17.5,54.56,0,0,,0,3.81,27.6,10.1,282,1015.6,0.2,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC"
